paper_id,title,year,citation_key,arxiv_id,doi,url,record_origin,substrate,adaptation,outcome,outcome_detail,substrate_score,substrate_margin,adaptation_score,adaptation_margin,outcome_score,outcome_margin,outcome_detail_score,outcome_detail_margin,confidence,source_status
processcarbonagent-a-large-language-models-empowered-autonomous-agent-for-decisi,ProcessCarbonAgent: A large language models-empowered autonomous agent for decision-making in manufacturing carbon emission management,2024,wu_2024_processcarbonagent_a_large_l,,10.1016/j.jmsy.2024.08.008,https://doi.org/10.1016/j.jmsy.2024.08.008,registry,Workflow,Activate,Violation,Operational Integrity,4.00,4.00,2.00,0.00,7.00,7.00,2.00,2.00,low,source_limited
position-episodic-memory-is-the-missing-piece-for-long-term-llm-agents,Position: Episodic Memory is the Missing Piece for Long-Term LLM Agents,2025,pink_2025_position_episodic_memory_is,,10.48550/arxiv.2502.06975,http://arxiv.org/abs/2502.06975,registry,Memory,Modify,Violation,Provenance Loss,8.54,1.54,11.88,11.88,1.00,0.65,2.00,1.60,low,full_text
large-language-models-illuminate-a-progressive-pathway-to-artificial-intelligent,Large language models illuminate a progressive pathway to artificial intelligent healthcare assistant,2024,yuan_2024_large_language_models_illumi,,10.1016/j.medp.2024.100030,https://doi.org/10.1016/j.medp.2024.100030,registry,Workflow,Activate,Violation,Operational Integrity,4.00,4.00,2.00,0.00,7.00,7.00,2.00,2.00,low,source_limited
large-language-model-based-agent-for-process-planning-of-fiber-composite-structu,Large language model based agent for process planning of fiber composite structures,2024,holland_2024_large_language_model_based_a,,10.1016/j.mfglet.2024.03.010,https://doi.org/10.1016/j.mfglet.2024.03.010,registry,Workflow,Activate,Violation,Operational Integrity,8.00,8.00,2.00,0.00,7.00,7.00,2.00,2.00,low,source_limited
large-language-models-as-agents-in-the-clinic,Large Language Models as Agents in the Clinic,2023,mehandru_2023_large_language_models_as_age,,10.48550/arxiv.2309.10895,http://arxiv.org/abs/2309.10895,registry,Memory,Modify,Response,Preventive Governance,2.50,0.00,4.00,4.00,16.00,16.00,7.00,4.40,low,full_text
large-language-model-based-human-agent-collaboration-for-complex-task-solving,Large Language Model-based Human-Agent Collaboration for Complex Task Solving,2024,feng_2024_large_language_model_based_h,,10.18653/v1/2024.findings-emnlp.72,https://doi.org/10.18653/v1/2024.findings-emnlp.72,registry,Workflow,Modify,Violation,Operational Integrity,4.00,4.00,4.00,2.00,7.00,5.50,2.00,2.00,low,full_text
contextual-trust-evaluation-for-robust-coordination-in-large-language-model-mult,Contextual Trust Evaluation for Robust Coordination in Large Language Model Multi-Agent Systems,2025,gao_2025_contextual_trust_evaluation,,10.1109/eiecc67963.2025.11409558,https://doi.org/10.1109/eiecc67963.2025.11409558,registry,Workflow,Propagate,Response,Monitoring & Containment,11.60,9.10,16.00,14.00,9.50,1.00,6.00,6.00,medium,abstract_or_short
can-llm-augmented-autonomous-agents-cooperate-an-evaluation-of-their-cooperative,Can LLM-Augmented Autonomous Agents Cooperate? An Evaluation of Their Cooperative Capabilities Through Melting Pot,2025,mosquera_2025_can_llm_augmented_autonomous,,10.1109/tai.2025.3569192,https://doi.org/10.1109/tai.2025.3569192,registry,Workflow,Propagate,Violation,Privacy & Purpose,4.00,1.50,10.00,6.00,8.50,3.00,2.00,0.00,low,abstract_or_short
bolaa-benchmarking-and-orchestrating-llm-augmented-autonomous-agents,BOLAA: Benchmarking and Orchestrating LLM-augmented Autonomous Agents,2023,liu_2023_bolaa_benchmarking_and_orche,,10.48550/arxiv.2308.05960,http://arxiv.org/abs/2308.05960,registry,Workflow,Modify,Violation,Privacy & Purpose,8.60,5.50,2.45,0.45,8.50,2.65,2.00,0.00,low,full_text
autohma-llm-efficient-task-coordination-and-execution-in-heterogeneous-multi-age,AutoHMA-LLM: Efficient Task Coordination and Execution in Heterogeneous Multi-Agent Systems Using Hybrid Large Language Models,2025,yang_2025_autohma_llm_efficient_task_c,,10.1109/tccn.2025.3528892,https://doi.org/10.1109/tccn.2025.3528892,registry,Workflow,Propagate,Violation,Privacy & Purpose,11.60,9.10,16.00,8.00,8.50,8.50,2.00,0.00,low,abstract_or_short
application-of-large-language-models-for-optimization-of-electric-power-system-s,Application of Large Language Models for Optimization of Electric Power System States,2024,arnautov_2024_application_of_large_languag,,10.1109/elcon61730.2024.10468377,https://doi.org/10.1109/elcon61730.2024.10468377,registry,Workflow,Modify,Violation,Privacy & Purpose,4.00,1.50,8.00,6.00,8.50,8.50,2.00,0.00,low,abstract_or_short
ai-agents-in-radiology-toward-autonomous-and-adaptive-intelligence,AI agents in radiology: toward autonomous and adaptive intelligence,2025,ko_ak_2025_ai_agents_in_radiology_towar,,10.4274/dir.2025.253470,https://doi.org/10.4274/dir.2025.253470,registry,Memory,Modify,Violation,Provenance Loss,2.88,0.38,6.30,6.30,7.00,2.50,3.00,3.00,low,full_text
a-survey-of-attacks-on-large-vision-language-models-resources-advances-and-futur,"A Survey of Attacks on Large Vision–Language Models: Resources, Advances, and Future Trends",2025,liu_2025_a_survey_of_attacks_on_large,,10.1109/tnnls.2025.3592935,https://doi.org/10.1109/tnnls.2025.3592935,registry,Tools & Skills,Activate,Violation,Authority Escalation,9.50,7.00,8.00,6.00,14.50,14.50,6.00,2.00,medium,abstract_or_short
understanding-the-planning-of-llm-agents-a-survey,Understanding the planning of LLM agents: A survey,2024,huang_2024_understanding_the_planning_o,,10.48550/arxiv.2402.02716,http://arxiv.org/abs/2402.02716,registry,Memory,Add,Violation,Provenance Loss,10.56,5.88,5.00,2.55,2.50,2.50,2.00,0.00,low,full_text
the-perils-and-promises-of-fact-checking-with-large-language-models,The perils and promises of fact-checking with large language models,2024,quelle_2024_the_perils_and_promises_of_f,,10.3389/frai.2024.1341697,https://doi.org/10.3389/frai.2024.1341697,registry,Memory,Modify,Response,Monitoring & Containment,2.88,0.38,4.45,4.00,17.05,17.05,8.00,5.60,low,full_text
small-llms-are-weak-tool-learners-a-multi-llm-agent,Small LLMs Are Weak Tool Learners: A Multi-LLM Agent,2024,shen_2024_small_llms_are_weak_tool_lea,,10.18653/v1/2024.emnlp-main.929,https://doi.org/10.18653/v1/2024.emnlp-main.929,registry,Memory,Modify,Response,Monitoring & Containment,9.50,3.00,6.30,1.30,4.50,3.50,2.30,0.30,low,full_text
securesql-evaluating-data-leakage-of-large-language-models-as-natural-language-i,SecureSQL: Evaluating Data Leakage of Large Language Models as Natural Language Interfaces to Databases,2024,song_2024_securesql_evaluating_data_le,,10.18653/v1/2024.findings-emnlp.346,https://doi.org/10.18653/v1/2024.findings-emnlp.346,registry,Tools & Skills,Activate,Violation,Authority Escalation,9.50,9.50,8.00,8.00,13.00,0.50,6.00,2.00,low,full_text
roco-dialectic-multi-robot-collaboration-with-large-language-models,RoCo: Dialectic Multi-Robot Collaboration with Large Language Models,2024,mandi_2024_roco_dialectic_multi_robot_c,,10.1109/icra57147.2024.10610855,https://doi.org/10.1109/icra57147.2024.10610855,registry,Memory,Modify,Response,Monitoring & Containment,2.50,0.50,4.00,4.00,13.00,11.50,7.30,5.30,low,abstract_or_short
react-synergizing-reasoning-and-acting-in-language-models,ReAct: Synergizing Reasoning and Acting in Language Models,2022,yao2022react,2210.03629,10.48550/arXiv.2210.03629,https://arxiv.org/abs/2210.03629,registry,Tools & Skills,Modify,Response,Transition & Activation,3.10,0.10,2.82,2.37,3.70,2.20,3.90,1.50,low,full_text
rap-retrieval-augmented-planning-with-contextual-memory-for-multimodal-llm-agent,RAP: Retrieval-Augmented Planning with Contextual Memory for Multimodal LLM Agents,2024,kagaya_2024_rap_retrieval_augmented_plan,,10.48550/arxiv.2402.03610,http://arxiv.org/abs/2402.03610,registry,Memory,Activate,Response,Monitoring & Containment,16.60,12.00,6.58,1.13,3.70,2.70,2.70,2.70,low,full_text
rah-recsys-assistant-human-a-human-centered-recommendation-framework-with-llm-ag,RAH! RecSys–Assistant–Human: A Human-Centered Recommendation Framework With LLM Agents,2024,shu_2024_rah_recsys_assistant_human_a,,10.1109/tcss.2024.3404039,https://doi.org/10.1109/tcss.2024.3404039,registry,Memory,Add,Response,Monitoring & Containment,9.88,9.88,5.00,3.00,4.00,1.50,1.00,1.00,low,abstract_or_short
protocol-layer-governance-for-llm-agents-identity-bound-oversight-with-zero-modi,Protocol-Layer Governance for LLM Agents: Identity-Bound Oversight with Zero-Modification Deployment and Multi-Hop Authority Propagation,2026,fernandez_2026_protocol_layer_governance_fo,,10.5281/zenodo.20162877,https://doi.org/10.5281/zenodo.20162877,registry,Tools & Skills,Propagate,Response,Preventive Governance,2.50,0.50,10.00,4.00,17.00,17.00,11.00,9.00,low,full_text
plan-then-execute-an-empirical-study-of-user-trust-and-team-performance-when-usi,Plan-Then-Execute: An Empirical Study of User Trust and Team Performance When Using LLM Agents As A Daily Assistant,2025,he_2025_plan_then_execute_an_empiric,,10.1145/3706598.3713218,https://doi.org/10.1145/3706598.3713218,registry,Memory,Add,Violation,Provenance Loss,9.50,9.50,5.00,5.00,1.00,1.00,2.00,2.00,low,source_limited
on-evaluating-the-integration-of-reasoning-and-action-in-llm-agents-with-databas,On Evaluating the Integration of Reasoning and Action in LLM Agents with Database Question Answering,2024,nan_2024_on_evaluating_the_integratio,,10.18653/v1/2024.findings-naacl.284,https://doi.org/10.18653/v1/2024.findings-naacl.284,registry,Memory,Modify,Response,Monitoring & Containment,2.50,0.50,2.00,2.00,18.50,18.50,11.30,9.30,low,full_text
multiagentbench-evaluating-the-collaboration-and-competition-of-llm-agents,MultiAgentBench : Evaluating the Collaboration and Competition of LLM agents,2025,zhu_2025_multiagentbench_evaluating_t,,10.18653/v1/2025.acl-long.421,https://doi.org/10.18653/v1/2025.acl-long.421,registry,Memory,Modify,Response,Monitoring & Containment,2.50,0.50,2.00,2.00,18.50,18.50,11.30,9.30,low,full_text
memory-matters-the-need-to-improve-long-term-memory-in-llm-agents,Memory Matters: The Need to Improve Long-Term Memory in LLM-Agents,2024,hatalis_2024_memory_matters_the_need_to_i,,10.1609/aaaiss.v2i1.27688,https://doi.org/10.1609/aaaiss.v2i1.27688,registry,Memory,Add,Violation,Provenance Loss,13.50,13.50,5.00,5.00,1.00,1.00,2.00,2.00,low,abstract_or_short
mathchat-converse-to-tackle-challenging-math-problems-with-llm-agents,MathChat: Converse to Tackle Challenging Math Problems with LLM Agents,2023,wu_2023_mathchat_converse_to_tackle,,10.48550/arxiv.2306.01337,http://arxiv.org/abs/2306.01337,registry,Memory,Add,Response,Monitoring & Containment,9.88,6.78,5.00,4.55,2.20,1.20,2.40,2.40,low,full_text
long-form-factuality-in-large-language-models,Long-form factuality in large language models,2024,wei_2024_long_form_factuality_in_larg,,10.48550/arxiv.2403.18802,http://arxiv.org/abs/2403.18802,registry,Tools & Skills,Modify,Response,Monitoring & Containment,2.50,0.50,4.00,4.00,13.70,12.20,7.82,5.82,low,full_text
large-language-models-for-cybersecurity-intelligence-threat-hunting-and-decision,"Large Language Models for Cybersecurity Intelligence, Threat Hunting, and Decision Support",2025,ren_2025_large_language_models_for_cy,,10.54097/7ysr5k17,https://doi.org/10.54097/7ysr5k17,registry,Tools & Skills,Activate,Violation,Authority Escalation,9.50,6.62,8.00,6.00,14.50,8.50,6.00,4.00,medium,full_text
llm-based-multi-agent-systems-for-software-engineering-literature-review-vision-10-1145-3712003,"LLM-Based Multi-Agent Systems for Software Engineering: Literature Review, Vision, and the Road Ahead",2025,he_2025_llm_based_multi_agent_system,2404.04834,10.1145/3712003,https://doi.org/10.1145/3712003,registry,Workflow,Propagate,Violation,Operational Integrity,8.00,8.00,10.00,8.00,7.00,7.00,2.00,2.00,low,source_limited
jailbreaking-and-mitigation-of-vulnerabilities-in-large-language-models,Jailbreaking and Mitigation of Vulnerabilities in Large Language Models,2024,peng_2024_jailbreaking_and_mitigation,,10.48550/arxiv.2410.15236,http://arxiv.org/abs/2410.15236,registry,Tools & Skills,Activate,Violation,Authority Escalation,9.50,8.90,14.59,12.07,20.60,11.15,10.46,8.06,high,full_text
importance-of-investing-time-and-money-in-integrating-large-language-model-based,Importance of investing time and money in integrating large language model-based agents into outbreak analytics pipelines,2024,hoek_2024_importance_of_investing_time,,10.1016/s2666-5247(24)00104-6,https://doi.org/10.1016/s2666-5247(24)00104-6,registry,Workflow,Modify,Response,Preventive Governance,2.00,2.00,4.00,4.00,13.00,13.00,7.00,5.00,low,source_limited
generative-ai-and-large-language-models-for-cyber-security-all-insights-you-need,Generative Ai and Large Language Models for Cyber Security: All Insights You Need,2024,ferrag_2024_generative_ai_and_large_lang,,10.2139/ssrn.4853709,https://doi.org/10.2139/ssrn.4853709,registry,Tools & Skills,Activate,Violation,Authority Escalation,7.00,7.00,8.00,8.00,9.00,9.00,6.00,6.00,medium,registry_only
from-talking-to-blackbox-to-governance-constitution-mining-for-llm-agents,From Talking to Blackbox to Governance: Constitution Mining for LLM Agents,2026,figurelli_2026_from_talking_to_blackbox_to,,10.5281/zenodo.18118668,https://doi.org/10.5281/zenodo.18118668,registry,Memory,Modify,Response,Preventive Governance,2.50,0.00,6.00,6.00,17.00,17.00,11.00,9.00,low,full_text
from-data-to-story-towards-automatic-animated-data-video-creation-with-llm-based,From Data to Story: Towards Automatic Animated Data Video Creation with LLM-Based Multi-Agent Systems,2024,shen_2024_from_data_to_story_towards_a,,10.1109/gen4ds63889.2024.00008,https://doi.org/10.1109/gen4ds63889.2024.00008,registry,Workflow,Propagate,Violation,Privacy & Purpose,8.00,5.50,10.00,6.00,8.50,8.50,2.00,0.00,low,abstract_or_short
foundational-challenges-in-assuring-alignment-and-safety-of-large-language-model,Foundational Challenges in Assuring Alignment and Safety of Large Language Models,2024,usman_2024_foundational_challenges_in_a,,10.48550/arxiv.2404.09932,http://arxiv.org/abs/2404.09932,registry,Model,Modify,Response,Recovery & Contestability,7.00,4.50,15.45,15.00,8.70,6.20,4.00,4.00,medium,full_text
exploring-vulnerabilities-and-protections-in-large-language-models-a-survey,Exploring Vulnerabilities and Protections in Large Language Models: A Survey,2024,liu_2024_exploring_vulnerabilities_an,,10.48550/arxiv.2406.00240,http://arxiv.org/abs/2406.00240,registry,Tools & Skills,Activate,Violation,Authority Escalation,9.50,7.00,8.52,5.92,15.45,8.20,6.46,6.00,medium,full_text
exploring-collaboration-mechanisms-for-llm-agents-a-social-psychology-view,Exploring Collaboration Mechanisms for LLM Agents: A Social Psychology View,2023,zhang_2023_exploring_collaboration_mech,,10.48550/arxiv.2310.02124,http://arxiv.org/abs/2310.02124,registry,Memory,Add,Violation,Provenance Loss,9.50,6.40,5.00,2.55,2.50,0.30,2.00,0.00,low,full_text
expel-llm-agents-are-experiential-learners,ExpeL: LLM Agents Are Experiential Learners,2023,zhao_2023_expel_llm_agents_are_experie,,10.48550/arxiv.2308.10144,http://arxiv.org/abs/2308.10144,registry,Memory,Modify,Response,Monitoring & Containment,10.85,10.25,7.25,2.25,1.85,0.85,2.00,2.00,low,full_text
executable-code-actions-elicit-better-llm-agents,Executable Code Actions Elicit Better LLM Agents,2024,wang_2024_executable_code_actions_elic,,10.48550/arxiv.2402.01030,http://arxiv.org/abs/2402.01030,registry,Memory,Add,Response,Monitoring & Containment,10.47,7.19,5.00,2.05,2.20,0.85,2.40,2.40,low,full_text
evaluating-and-enhancing-llms-agent-based-on-theory-of-mind-in-guandan-a-multi-p,Evaluating and Enhancing LLMs Agent Based on Theory of Mind in Guandan: A Multi-Player Cooperative Game Under Imperfect Information,2024,yim_2024_evaluating_and_enhancing_llm,,10.1109/wi-iat62293.2024.00074,https://doi.org/10.1109/wi-iat62293.2024.00074,registry,Memory,Propagate,Response,Monitoring & Containment,2.50,0.50,10.00,6.00,17.00,15.50,11.30,9.30,low,abstract_or_short
evaluating-large-language-models-in-exercises-of-uml-class-diagram-modeling,Evaluating Large Language Models in Exercises of UML Class Diagram Modeling,2024,bari_2024_evaluating_large_language_mo,,10.1145/3674805.3690741,https://doi.org/10.1145/3674805.3690741,registry,Workflow,Modify,Response,Monitoring & Containment,2.00,2.00,2.00,2.00,17.00,17.00,11.30,9.30,low,source_limited
epistemic-control-barrier-functions-for-llm-agents-a-formal-framework-for-verifi,Epistemic Control Barrier Functions for LLM Agents: A Formal Framework for Verified Decision Governance,2026,steurer_2026_epistemic_control_barrier_fu,,10.5281/zenodo.19224412,https://doi.org/10.5281/zenodo.19224412,registry,Workflow,Modify,Response,Preventive Governance,2.00,2.00,4.00,4.00,25.00,25.00,11.00,7.00,low,full_text
designing-heterogeneous-llm-agents-for-financial-sentiment-analysis,Designing Heterogeneous LLM Agents for Financial Sentiment Analysis,2024,xing_2024_designing_heterogeneous_llm,,10.1145/3688399,https://doi.org/10.1145/3688399,registry,Memory,Add,Violation,Provenance Loss,9.50,9.50,5.00,5.00,1.00,1.00,2.00,2.00,low,source_limited
datagov-factory-an-empirical-evaluation-of-managed-vs-custom-llm-agent-architect,DataGov-Factory: An Empirical Evaluation of Managed vs. Custom LLM Agent Architectures for Financial Data Governance,2026,neyra_2026_datagov_factory_an_empirical,,10.5281/zenodo.19520560,https://doi.org/10.5281/zenodo.19520560,registry,Workflow,Modify,Response,Preventive Governance,2.00,2.00,4.00,4.00,22.50,22.50,11.00,4.70,low,full_text
